label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100
Calculus,-0.8652511239051819,1.1176466941833496,-0.18120907247066498,-1.0395290851593018,-0.6208719611167908,-0.17525525391101837,-0.2319738119840622,1.5876373052597046,-0.8683784604072571,-0.5244986414909363,0.00900036096572876,2.1898179054260254,1.5446178913116455,0.1473298966884613,0.8616784811019897,-0.16840298473834991,-0.631331741809845,-0.928543210029602,0.07551991194486618,-2.750626564025879,3.5644850730895996,-1.7210867404937744,1.1783870458602905,-2.1043384075164795,-1.377687692642212,-0.22894352674484253,0.49787577986717224,-0.5543869137763977,0.19050316512584686,0.18202528357505798,0.1454387903213501,-0.7155773639678955,0.4231768250465393,-0.7022339701652527,0.35964539647102356,1.1035475730895996,-1.1013615131378174,2.333815097808838,-1.5486692190170288,1.096825361251831,-1.6975566148757935,-0.4572300314903259,-0.37483057379722595,1.3975255489349365,0.2765841484069824,1.2890594005584717,-0.1538834273815155,-2.487199306488037,0.3341282308101654,-0.05524081736803055,1.1612870693206787,-0.7172756195068359,-0.6895193457603455,-0.2453133910894394,1.504227638244629,-0.06745833158493042,0.43415552377700806,0.48307761549949646,1.8596220016479492,-0.3219042718410492,0.6514174938201904,-0.7038884162902832,-1.8314850330352783,-1.144294261932373,-0.6159984469413757,-1.5324585437774658,-0.35911768674850464,0.8983420729637146,-0.2737322449684143,0.29324138164520264,0.028690021485090256,-0.36336085200309753,-0.6528397798538208,0.9814571738243103,1.1637314558029175,1.0807292461395264,-0.5145567059516907,-0.20820309221744537,-0.8655246496200562,0.05330239608883858,0.13664622604846954,0.13774269819259644,-0.7886695861816406,-0.44391703605651855,-1.4742928743362427,-1.332273006439209,0.11551132798194885,0.18005628883838654,-0.02052091248333454,-0.01520019955933094,-0.2595565915107727,0.8132768869400024,0.22097191214561462,-1.4531466960906982,0.7096662521362305,-0.6077031493186951,0.01771635003387928,-0.47949686646461487,-0.22577829658985138,-1.3484793901443481
Probability,-0.3700920343399048,-0.16633252799510956,0.00601924117654562,-0.0766708105802536,0.4599480628967285,0.17025570571422577,0.02368936873972416,0.5632136464118958,-0.034298140555620193,-0.5131497979164124,0.029917649924755096,0.41196221113204956,0.186192125082016,0.2950507700443268,0.3267901539802551,-0.18024347722530365,-0.5164441466331482,-0.20825113356113434,0.1118898093700409,-0.2160763442516327,0.12641392648220062,-0.06882831454277039,0.2938649356365204,-0.36969828605651855,-0.453218549489975,0.15211093425750732,-0.09144459664821625,-0.44876721501350403,0.020467430353164673,-0.25928229093551636,0.3838565945625305,0.08849897235631943,0.5093997716903687,0.02684984914958477,0.00724951783195138,-0.14161881804466248,0.03495191037654877,-0.24947494268417358,0.10188836604356766,0.24083340167999268,-0.16870900988578796,-0.10816866159439087,-0.11566547304391861,0.050138410180807114,-0.13270218670368195,0.10690148919820786,0.3835364282131195,0.13018622994422913,0.201302170753479,-0.28572770953178406,0.3020433485507965,0.4116176962852478,-0.2783530056476593,0.16461250185966492,0.4172312617301941,-0.23180699348449707,0.28586724400520325,0.09096185863018036,0.26533952355384827,-0.5444983839988708,0.26037096977233887,-0.48479288816452026,-0.1159956157207489,0.03484390676021576,-0.1487136334180832,-0.10266602784395218,-0.08393057435750961,-0.011320894584059715,0.14118428528308868,-0.31045907735824585,-0.09160882234573364,-0.25430336594581604,-0.21762238442897797,0.5892075896263123,0.02666691690683365,-0.007038787007331848,0.544204592704773,0.05441340431571007,-0.1873011291027069,-0.24328844249248505,-0.2666301131248474,0.013500215485692024,-0.10960288345813751,0.1457509547472,-0.1758374273777008,0.037644676864147186,0.321031779050827,0.13875585794448853,0.2238829880952835,-0.03273569792509079,0.03649909049272537,-0.05245625972747803,0.14649738371372223,-0.13397473096847534,0.04393676668405533,-0.18727175891399384,0.20729242265224457,-0.004621569067239761,-0.2817290425300598,-0.19948488473892212
CS,-0.18999867141246796,0.3892921209335327,0.8373879194259644,-2.4691874980926514,-1.280973196029663,0.9020203948020935,1.3148298263549805,1.7280783653259277,0.8383750319480896,0.01851235143840313,0.17811515927314758,1.267491102218628,0.9109806418418884,-1.952025294303894,0.12207123637199402,-2.210749626159668,0.29554808139801025,0.8261849880218506,-0.002010437659919262,-0.3303050398826599,1.940625786781311,0.5429500341415405,0.5200493931770325,-1.6434231996536255,-0.7492330074310303,-1.4457541704177856,1.1075588464736938,-1.2187329530715942,2.7012858390808105,-1.5509912967681885,0.11362187564373016,-0.3710348606109619,0.2586824297904968,1.9866622686386108,0.49791502952575684,2.8823964595794678,-0.45579996705055237,-1.6982849836349487,-0.260277658700943,-1.7983711957931519,-1.051127314567566,1.7548248767852783,-1.3054816722869873,-1.4351871013641357,-1.6719400882720947,1.7509745359420776,1.5526095628738403,-0.007105221971869469,-0.5562249422073364,-0.02643710747361183,1.2945581674575806,1.2477444410324097,-1.6274009943008423,-0.11829356849193573,1.6037898063659668,-0.3284989893436432,1.6789319515228271,2.1722769737243652,0.09566351771354675,0.9976058602333069,2.2630627155303955,-1.414689540863037,-1.353775143623352,-1.2281113862991333,-0.7709563970565796,-0.153471902012825,-3.425628185272217,-3.715529441833496,1.0264599323272705,-0.9030110836029053,0.5499589443206787,-0.31509000062942505,-1.5383855104446411,0.7720513343811035,0.6325164437294006,0.569913387298584,1.5125114917755127,-1.4408668279647827,-3.0154097080230713,-1.0537152290344238,0.09945276379585266,0.6298176050186157,-0.11572249233722687,-0.7921926379203796,-1.9838879108428955,-0.5459888577461243,1.5253920555114746,-0.590226948261261,1.4159586429595947,-0.1897500902414322,-0.3445161283016205,0.09689637273550034,0.10660434514284134,-0.962888240814209,-0.4523777961730957,-0.8841778635978699,-1.0211844444274902,-1.5506863594055176,-0.48322898149490356,0.9651508927345276
Algorithms,-0.3480508029460907,0.3188548982143402,1.9259769916534424,-0.10421972721815109,-1.3437471389770508,1.2328944206237793,-0.33021458983421326,1.1196945905685425,0.6453143954277039,-2.3472092151641846,1.2627589702606201,-0.27994653582572937,1.5236884355545044,-1.1848936080932617,0.5211201310157776,-0.7329641580581665,-1.8132741451263428,2.499615430831909,0.22933290898799896,-0.32748761773109436,0.6338187456130981,-0.942332923412323,0.8006389141082764,-0.9691423773765564,-0.7735843658447266,0.17633065581321716,1.078622817993164,0.6682008504867554,-0.08611942827701569,0.8091016411781311,0.5954565405845642,-0.2913317382335663,0.3942885100841522,0.6592904925346375,-0.9069721698760986,1.9087568521499634,-0.5995476245880127,-1.9797580242156982,1.7636908292770386,-1.2869694232940674,-1.9035913944244385,0.4947860538959503,-1.476723074913025,1.4418576955795288,-1.0419573783874512,2.468792676925659,1.0301387310028076,-0.12604959309101105,-0.755537748336792,-0.9535018801689148,-0.4795023202896118,3.95276141166687,-0.4626671373844147,-0.7581004500389099,1.2756346464157104,-0.7065566182136536,1.6486979722976685,0.7758239507675171,0.12424782663583755,-0.6482346057891846,0.007668823003768921,-0.2383468598127365,-2.0905189514160156,-0.8528398871421814,0.6758142709732056,0.5172311067581177,-2.8439407348632812,0.056036002933979034,-1.5342193841934204,-0.3408309519290924,-0.25521454215049744,-0.8430606126785278,0.3365617096424103,0.9775529503822327,0.6277886629104614,-0.15326844155788422,0.6833837032318115,-0.16221067309379578,-1.0926100015640259,-1.1815193891525269,0.20825128257274628,0.34906837344169617,-1.4424960613250732,0.7851950526237488,-3.2177422046661377,-0.007923439145088196,0.4139755964279175,-1.2144088745117188,-0.09429528564214706,-1.1689778566360474,1.1842381954193115,0.1553109586238861,-1.0126547813415527,-0.30126458406448364,-0.4577283263206482,-0.652451753616333,-1.3002941608428955,-2.1218318939208984,-1.7102417945861816,1.109087586402893
Algorithms,-0.1377841830253601,0.24125970900058746,1.3880717754364014,0.035255711525678635,-0.7777567505836487,1.8413234949111938,-1.0023417472839355,0.7253482341766357,-0.5614008903503418,-0.056373562663793564,1.0521808862686157,-1.2444190979003906,1.273205280303955,0.8683895468711853,0.8791385889053345,-0.4035145044326782,0.10937675088644028,0.5600194931030273,0.44055745005607605,-0.7606443762779236,-0.011197189800441265,-0.4583662152290344,0.9512296319007874,-0.9856347441673279,-0.7893352508544922,-0.18011273443698883,-0.3789958953857422,-0.029388584196567535,-0.5921298861503601,1.6844531297683716,0.992672324180603,0.5918934345245361,1.86111581325531,1.5014704465866089,-0.7959215641021729,0.9707984924316406,-0.19002977013587952,-0.2837465703487396,1.580633521080017,-0.5608217716217041,-1.0165724754333496,0.54740309715271,-0.29160040616989136,1.7151532173156738,0.1900278627872467,1.911176323890686,-0.052347686141729355,0.35905948281288147,-0.48944661021232605,-1.2835856676101685,0.3455067574977875,3.4078080654144287,-0.801058828830719,-0.2922900319099426,0.7401700615882874,0.1291206181049347,0.28056684136390686,-0.29179924726486206,-0.5468036532402039,-2.195172071456909,-0.10990938544273376,-0.2924663722515106,-2.0769708156585693,-0.5853404402732849,-0.18154242634773254,1.1696434020996094,-1.2936806678771973,0.46123018860816956,-0.7727600336074829,0.2373555600643158,1.336963415145874,-0.10893522202968597,-0.40958285331726074,1.5693014860153198,0.23422583937644958,-0.19089315831661224,3.1141717433929443,-0.7250721454620361,-0.8033586144447327,-0.3411886394023895,1.1649354696273804,0.26405081152915955,-1.6645281314849854,-0.38617008924484253,-1.3440067768096924,1.3775267601013184,0.31787601113319397,-0.10199988633394241,-0.19078625738620758,0.8145877122879028,0.9436402916908264,-1.4070451259613037,-0.21331623196601868,0.8895893692970276,0.7567988634109497,-0.08730127662420273,-0.6936696171760559,-0.5875577330589294,-1.2326810359954834,1.0629922151565552
Calculus,-1.6964401006698608,1.746795415878296,-0.895764946937561,-0.9890897274017334,0.454267680644989,0.3835446834564209,0.30852237343788147,0.8274062871932983,-1.6469708681106567,-0.03894878178834915,0.02496020868420601,1.2598148584365845,1.818049430847168,0.3416726887226105,0.8365446329116821,-0.9474576115608215,0.07040614634752274,-1.6446807384490967,0.9132007360458374,-1.9294995069503784,1.8846100568771362,-0.5454836487770081,1.4981328248977661,-1.7452625036239624,-1.01860773563385,-1.7448936700820923,1.3483059406280518,-0.19331961870193481,0.19708767533302307,-1.8731244802474976,0.12338908761739731,-1.1174565553665161,1.3482446670532227,-0.5666410326957703,1.0607134103775024,0.14777085185050964,-1.2190154790878296,1.7822932004928589,-0.7328370213508606,0.8009669184684753,-0.6299088001251221,-0.20194128155708313,-0.16962982714176178,0.757632315158844,0.5265405178070068,1.397812008857727,0.3102947175502777,-0.7141321897506714,1.810630440711975,-0.5126787424087524,1.482658863067627,-1.4317156076431274,-0.22696422040462494,0.6448916792869568,0.22166064381599426,-0.37693890929222107,1.2874315977096558,1.253183364868164,1.084267497062683,-1.4663288593292236,-0.11403518915176392,0.1067783534526825,-1.541495442390442,-0.4343324899673462,-1.4618531465530396,-1.8250702619552612,-0.9626833200454712,0.7013453841209412,0.05638426914811134,0.8296580910682678,-1.054448127746582,-1.3084485530853271,-0.6382501721382141,0.7891571521759033,0.2833753526210785,0.901207685470581,-0.7280392050743103,-0.28104642033576965,-1.319116473197937,0.11857709288597107,0.037516891956329346,0.8951759338378906,-1.125000238418579,0.547739565372467,-0.14420874416828156,-0.45662328600883484,-0.5915898680686951,-0.0453425832092762,-0.5395434498786926,1.127584457397461,-1.4522104263305664,0.14875933527946472,1.4981154203414917,-1.1361150741577148,0.7823720574378967,0.13464656472206116,0.1664857417345047,0.3304812014102936,0.26284632086753845,-0.6981111168861389
Algorithms,-1.0635876655578613,-0.17237596213817596,-0.7338774800300598,-0.792418897151947,-0.3733161687850952,0.6880682110786438,-0.1897965520620346,0.0949300229549408,-0.4170974791049957,-0.2223503291606903,-0.3365705609321594,0.5416535139083862,1.4627435207366943,0.12071328610181808,0.7106846570968628,-0.04664776101708412,-1.4827618598937988,-0.3932685852050781,0.010109730996191502,-0.3615596890449524,0.6754854917526245,0.7316784262657166,2.3865537643432617,-0.38870254158973694,-0.5563926696777344,0.4006713628768921,1.1312685012817383,0.5540763735771179,0.008171766065061092,0.6031067371368408,0.1427146941423416,0.03508034348487854,0.4477519392967224,0.20189109444618225,-0.3240814805030823,0.6233276128768921,-0.725349485874176,-1.7745062112808228,0.9426941871643066,-0.4220612943172455,-0.0845041275024414,-1.0786998271942139,-0.3174402415752411,0.1838177740573883,-0.1500997543334961,0.10348010808229446,1.9466055631637573,-0.005312641151249409,-1.2086766958236694,0.18061266839504242,0.577017605304718,2.044790506362915,-0.2787199318408966,0.21918508410453796,0.7232730388641357,-0.8469564914703369,0.4000582695007324,-0.3516458570957184,-0.24188297986984253,-0.7558867335319519,0.07303422689437866,-0.17435969412326813,-1.6994937658309937,-0.6502702236175537,-0.7619602084159851,0.46678438782691956,-1.1109789609909058,1.458375334739685,0.11849931627511978,-0.8153263330459595,0.24266818165779114,-0.11688217520713806,-0.3905320465564728,0.87736976146698,-0.06621763110160828,-1.4520947933197021,0.7993070483207703,0.28562837839126587,0.016736919060349464,0.11274118721485138,-0.7173289060592651,0.28176864981651306,-1.2701300382614136,0.6291477680206299,0.04363880306482315,-0.7296441197395325,0.5530688762664795,-0.7718466520309448,-0.351823091506958,-0.45898255705833435,0.542085587978363,1.1109721660614014,0.6909970045089722,1.0002872943878174,-0.10241156071424484,-1.336108922958374,-0.8999686241149902,1.4067282676696777,-0.47042056918144226,-0.32216158509254456
Diff. Eq.,-0.8313368558883667,0.12243324518203735,-0.5569469928741455,-0.11326675117015839,0.2616746127605438,0.10650428384542465,0.28194960951805115,0.9349968433380127,-0.5575920939445496,-1.0635013580322266,0.3638259768486023,0.9206280708312988,1.0576410293579102,-0.08025103062391281,0.0490647628903389,-0.46183255314826965,-0.6746962070465088,-0.08278554677963257,0.8060422539710999,-1.520447015762329,1.2026768922805786,-0.34322014451026917,0.6882136464118958,-1.116525411605835,-1.1185581684112549,0.5596609711647034,0.024149343371391296,-1.165871500968933,-0.45686033368110657,-0.468947172164917,0.9014601707458496,-0.0853290930390358,1.1259715557098389,-0.14078347384929657,0.2869412302970886,0.07766515016555786,-0.7133130431175232,0.21083413064479828,-0.7513446807861328,0.5375012755393982,-0.8339361548423767,0.13034705817699432,-0.7705397605895996,-0.04126502200961113,0.24471241235733032,0.421186625957489,0.5301899909973145,-0.7633280158042908,0.512278139591217,-1.3095521926879883,0.31714731454849243,0.3513796627521515,-0.2204553782939911,0.055904701352119446,0.8793735504150391,-0.7005214095115662,0.3765900135040283,0.5444048643112183,0.16700711846351624,-0.5624097585678101,-0.04712032899260521,-0.6641088724136353,-0.17785429954528809,-0.06693379580974579,-0.315793514251709,-0.287097305059433,-0.03597671166062355,0.3284149765968323,0.4571511447429657,-0.24611862003803253,0.23062746226787567,0.008806142024695873,-0.25334352254867554,1.045693039894104,0.036766935139894485,-0.6878275871276855,0.46836116909980774,0.011590338312089443,-0.5516964197158813,-1.1004911661148071,0.1561773121356964,-0.027703944593667984,-0.5475916862487793,0.8439379930496216,0.05338086187839508,-0.20010189712047577,0.33809301257133484,0.22174929082393646,-0.10138120502233505,0.003479850711300969,-0.44553157687187195,-0.4837462604045868,0.7269098162651062,-0.7813147902488708,1.4889400005340576,-0.7214863896369934,-0.25006476044654846,-0.4531421661376953,-0.5509423017501831,-0.3293462097644806
Linear Algebra,-0.6458686590194702,-0.4690284729003906,-0.18074141442775726,-0.5494465231895447,1.0330337285995483,0.8674764633178711,0.6500468254089355,1.599664568901062,-0.08997222781181335,-0.6883769631385803,-0.3257198631763458,-0.28802937269210815,1.0355873107910156,-0.07716090232133865,0.1520022749900818,-0.13787826895713806,-0.01610768400132656,-0.2297784835100174,-0.33059293031692505,-0.8498572707176208,0.13871856033802032,0.2597983479499817,0.3664272427558899,-0.1464357078075409,-0.7690326571464539,0.7965419888496399,0.4359162151813507,-0.2907620370388031,-0.751973569393158,-0.1940530240535736,0.6152973175048828,-0.9332479238510132,0.7142038345336914,0.05500099062919617,-0.7353711128234863,-0.4251228868961334,-0.5222890973091125,0.18713679909706116,0.5313791036605835,-0.1729210764169693,-0.9495311975479126,0.05145673826336861,-0.6347275376319885,0.3713201880455017,-0.11280245333909988,0.44104307889938354,-0.48632144927978516,0.013753010891377926,-0.008207092061638832,-1.2561802864074707,0.09367198497056961,0.4962701201438904,-0.17496956884860992,-0.4898104667663574,0.17288297414779663,0.2203846424818039,0.7515861988067627,0.7320210933685303,0.12673592567443848,-0.6907976865768433,-0.43412190675735474,-0.5560081005096436,-0.3470161557197571,-0.02312159165740013,-0.998530924320221,-1.7920862436294556,-0.3122413754463196,0.26777538657188416,-0.04390570521354675,-0.39136990904808044,-0.09493738412857056,0.15707652270793915,-0.3931538760662079,0.5931383967399597,-0.12212365120649338,-0.5613401532173157,1.1031856536865234,0.3965986371040344,-0.02149028517305851,-0.5351561903953552,-0.5748994946479797,0.5931216478347778,-0.629863440990448,-0.019558392465114594,0.6847509145736694,-0.19470620155334473,0.11223509162664413,0.8967500925064087,-0.8538675904273987,0.13514186441898346,-0.2322007715702057,-0.4948471486568451,0.5485507845878601,-0.26386746764183044,1.0208579301834106,-0.6691694855690002,0.13043366372585297,0.4408317804336548,-0.19993188977241516,-0.30868425965309143
Linear Algebra,-1.7668776512145996,0.1469338834285736,0.9271345138549805,-0.8330332040786743,-0.49311912059783936,-0.5736950039863586,0.07194086164236069,1.8052116632461548,-0.9180223941802979,-2.17138671875,-0.022607237100601196,-0.20955166220664978,1.3813867568969727,-0.6933751106262207,0.04115483537316322,-0.3571484386920929,-0.9069702625274658,0.03164735436439514,1.1479064226150513,-1.7522555589675903,0.7114990949630737,-0.03825855255126953,0.05081833899021149,-2.107367515563965,0.19654643535614014,-0.2540280818939209,0.3280150294303894,-1.936583399772644,0.16210737824440002,-0.49519163370132446,1.5690467357635498,-0.23285862803459167,0.6583681106567383,1.5871537923812866,-0.5339810848236084,-0.27134832739830017,-1.1747173070907593,-1.1380366086959839,0.8785771131515503,0.44215136766433716,-0.5702663064002991,0.15802322328090668,-0.5844066739082336,-0.46301451325416565,0.4507717788219452,0.40719783306121826,0.9550871253013611,0.324329137802124,1.5779190063476562,-0.2022329568862915,0.5570052266120911,0.12264551222324371,-1.9637633562088013,-0.29974570870399475,0.927541196346283,0.7364633679389954,-0.4191173315048218,0.944957435131073,-0.2714102268218994,0.9592977166175842,1.0903635025024414,-0.4728401005268097,-0.27640730142593384,-0.6434507369995117,-1.5109477043151855,-1.0646758079528809,-0.5931040048599243,0.8181946277618408,0.9224887490272522,-0.9695532917976379,0.6429053544998169,-0.8036096096038818,-0.07608699798583984,1.4897665977478027,-0.11064744740724564,-0.8352646231651306,2.718313455581665,0.23463796079158783,-1.3918893337249756,-0.33794960379600525,-0.22756384313106537,-0.6196749210357666,-2.093759775161743,-0.752135694026947,-1.3065303564071655,-1.1405489444732666,-0.3752830922603607,0.9580085873603821,0.13373953104019165,0.691773533821106,-1.1609376668930054,-0.25427570939064026,2.4314279556274414,-0.08823242038488388,0.9434032440185547,-1.322160005569458,-0.5318619608879089,1.4219613075256348,-1.1775281429290771,0.010975686833262444
